id	de	level	ko	note	model
krankheit	die Krankheit	a2	병, 질병		claude-sonnet-5
kredit	der Kredit	a2	대출, 신용		claude-sonnet-5
kreuzung	die Kreuzung	a2	교차로		claude-sonnet-5
krimi	der Krimi	a2	추리물, 범죄물		claude-sonnet-5
kuehl	kühl	a2	시원한, 서늘한		claude-sonnet-5
kultur	die Kultur	a2	문화		claude-sonnet-5
kuemmern	kümmern (sich)	a2	돌보다, 신경 쓰다	재귀동사, 전치사 um	claude-sonnet-5
kundin	die Kundin	a2	여자 고객	여성형	claude-sonnet-5
kuendigen	kündigen	a2	그만두다, 해지하다		claude-sonnet-5
kunst	die Kunst	a2	예술, 미술		claude-sonnet-5
lampe	die Lampe	a2	램프, 전등		claude-sonnet-5
landschaft	die Landschaft	a2	풍경, 경치		claude-sonnet-5
langweilig	langweilig	a2	지루한		claude-sonnet-5
lassen	lassen	a2	~하게 두다, 놓아두다, 시키다	사역동사	claude-sonnet-5
leer	leer	a2	빈, 비어 있는		claude-sonnet-5
leidtun	leidtun/leid tun	a2	유감이다, 미안하다	비인칭동사	claude-sonnet-5
leihen	leihen	a2	빌려주다, 빌리다	문맥따라 뜻 반대	claude-sonnet-5
liefern	liefern	a2	배달하다, 공급하다		claude-sonnet-5
link	der Link	a2	링크		claude-sonnet-5
loeffel	der Löffel	a2	숟가락		claude-sonnet-5
luege	die Lüge	a2	거짓말		claude-sonnet-5
luegen	lügen	a2	거짓말하다		claude-sonnet-5
lust	die Lust	a2	~하고 싶은 마음, 욕구	Lust auf/zu 구문	claude-sonnet-5
magen	der Magen	a2	위, 위장		claude-sonnet-5
mailbox	die Mailbox	a2	음성사서함		claude-sonnet-5
mal	mal / das Mal	a2	좀, 한번, 번	mal 부사/Mal 명사	claude-sonnet-5
malen	malen	a2	그리다		claude-sonnet-5
manch	manch-	a2	몇몇의, 어떤	어미변화	claude-sonnet-5
manchmal	manchmal	a2	가끔, 때때로		claude-sonnet-5
mannschaft	die Mannschaft	a2	팀		claude-sonnet-5
mantel	der Mantel	a2	코트, 외투		claude-sonnet-5
markt	der Markt	a2	시장		claude-sonnet-5
medikament	das Medikament	a2	약, 약물		claude-sonnet-5
meinen	meinen	a2	생각하다, 의미하다		claude-sonnet-5
meinung	die Meinung	a2	의견, 견해	der Meinung sein 관용구	claude-sonnet-5
meistens	meistens	a2	대개, 대부분		claude-sonnet-5
menge	die Menge	a2	많음, 다량, 무리		claude-sonnet-5
merken	merken	a2	기억하다, 알아차리다	재귀동사 sich merken	claude-sonnet-5
messe	die Messe	a2	박람회		claude-sonnet-5
messer	das Messer	a2	칼		claude-sonnet-5
mindestens	mindestens	a2	적어도, 최소한		claude-sonnet-5
mineralwasser	das Mineralwasser	a2	미네랄워터, 광천수		claude-sonnet-5
mit-mitbringen	mit (+ mitbringen/-kommen/-machen/-nehmen/-spielen)	a2	함께, 같이	분리동사 접두사 mit-	claude-sonnet-5
mitarbeiter	der Mitarbeiter	a2	직원, 동료		claude-sonnet-5
mittagessen	das Mittagessen	a2	점심(식사)		claude-sonnet-5
mittel	das Mittel	a2	약, 세제, 수단		claude-sonnet-5
mobiltelefon	das Mobiltelefon	a2	휴대전화		claude-sonnet-5
mode	die Mode	a2	유행, 패션		claude-sonnet-5
modern	modern	a2	현대적인, 모던한		claude-sonnet-5
motor	der Motor	a2	엔진, 모터		claude-sonnet-5
motorroller	der Motorroller	a2	스쿠터		claude-sonnet-5
muell	der Müll	a2	쓰레기		claude-sonnet-5
museum	das Museum	a2	박물관, 미술관		claude-sonnet-5
musik	die Musik	a2	음악		claude-sonnet-5
muetze	die Mütze	a2	모자	챙 없는 모자	claude-sonnet-5
nachbar	der Nachbar	a2	이웃(사람)	여성형 Nachbarin	claude-sonnet-5
nachricht	die Nachricht	a2	뉴스, 메시지, 소식		claude-sonnet-5
naechste	nächste	a2	다음의, 가장 가까운	최상급 형태	claude-sonnet-5
naehe	die Nähe	a2	근처, 가까움		claude-sonnet-5
nass	nass	a2	젖은		claude-sonnet-5
natur	die Natur	a2	자연		claude-sonnet-5
natuerlich	natürlich	a2	물론, 당연한	부사로도 씀	claude-sonnet-5
neben	neben	a2	~옆에	3/4격 지배	claude-sonnet-5
nebenan	nebenan	a2	옆집에, 바로 옆에		claude-sonnet-5
neblig	neblig	a2	안개 낀		claude-sonnet-5
nennen	nennen	a2	부르다, 이름 짓다	불규칙동사	claude-sonnet-5
nervoes	nervös	a2	긴장한, 초조한		claude-sonnet-5
nett	nett	a2	친절한, 상냥한		claude-sonnet-5
niemand	niemand	a2	아무도		claude-sonnet-5
nirgends	nirgends	a2	어디에도		claude-sonnet-5
note	die Note	a2	성적, 음표		claude-sonnet-5
notieren	notieren	a2	적다, 메모하다		claude-sonnet-5
notiz	die Notiz	a2	메모, 쪽지		claude-sonnet-5
notwendig	notwendig	a2	필요한		claude-sonnet-5
nudel	die Nudel	a2	국수, 면	주로 복수형 사용	claude-sonnet-5
nuetzlich	nützlich	a2	유용한		claude-sonnet-5
offen	offen	a2	열린, 개방된		claude-sonnet-5
ohr	das Ohr	a2	귀		claude-sonnet-5
oel	das Öl	a2	기름, 오일		claude-sonnet-5
online	online	a2	온라인의, 온라인으로		claude-sonnet-5
orange	die Orange	a2	오렌지		claude-sonnet-5
organisieren	organisieren	a2	조직하다, 준비하다		claude-sonnet-5
paar	das Paar	a2	쌍, 켤레, 커플		claude-sonnet-5
ein-paar	ein paar	a2	몇몇, 약간의		claude-sonnet-5
packen	packen	a2	싸다, 꾸리다		claude-sonnet-5
paket	das Paket	a2	소포, 꾸러미		claude-sonnet-5
parfuem	das Parfüm	a2	향수		claude-sonnet-5
park	der Park	a2	공원		claude-sonnet-5
parken	parken	a2	주차하다		claude-sonnet-5
passen	passen	a2	맞다, 어울리다, 편리하다	3격 목적어	claude-sonnet-5
passieren	passieren	a2	일어나다, 발생하다	sein 지배	claude-sonnet-5
passwort	das Passwort	a2	비밀번호		claude-sonnet-5
person	die Person	a2	사람, 인		claude-sonnet-5
pferd	das Pferd	a2	말		claude-sonnet-5
pflanze	die Pflanze	a2	식물		claude-sonnet-5
pizza	die Pizza	a2	피자		claude-sonnet-5
plakat	das Plakat	a2	포스터, 벽보		claude-sonnet-5
planen	planen	a2	계획하다		claude-sonnet-5
ploetzlich	plötzlich	a2	갑자기		claude-sonnet-5
suess	süß	a2	단, 귀여운		claude-sonnet-5
suessigkeiten	die Süßigkeiten	a2	단 것, 사탕과자	복수형만 씀	claude-sonnet-5
sympathisch	sympathisch	a2	호감이 가는, 마음에 드는		claude-sonnet-5
tablet	das Tablet	a2	태블릿		claude-sonnet-5
tablette	die Tablette	a2	알약		claude-sonnet-5
tafel	die Tafel	a2	칠판, 게시판, (초콜릿) 한 판		claude-sonnet-5
taschengeld	das Taschengeld	a2	용돈		claude-sonnet-5
tasse	die Tasse	a2	잔, 컵		claude-sonnet-5
austauschen	(aus)tauschen	a2	바꾸다, 교환하다	분리동사	claude-sonnet-5
team	das Team	a2	팀		claude-sonnet-5
teilen	teilen	a2	나누다, 공유하다	sich teilen: 나눠 맡다	claude-sonnet-5
teilnehmen	teilnehmen	a2	참가하다, 참여하다	분리동사, an+3격	claude-sonnet-5
teller	der Teller	a2	접시, (수프) 한 그릇		claude-sonnet-5
tennis	das Tennis	a2	테니스		claude-sonnet-5
theater	das Theater	a2	극장, 연극		claude-sonnet-5
tief	tief	a2	깊은, 깊이		claude-sonnet-5
tier	das Tier	a2	동물		claude-sonnet-5
tipp	der Tipp	a2	조언, 정보		claude-sonnet-5
titel	der Titel	a2	제목, 칭호		claude-sonnet-5
toll	toll	a2	멋진, 굉장한	구어	claude-sonnet-5
topf	der Topf	a2	냄비, 화분		claude-sonnet-5
torte	die Torte	a2	케이크		claude-sonnet-5
total	total	a2	완전히, 아주	구어체 부사	claude-sonnet-5
tour	die Tour	a2	여행, 코스		claude-sonnet-5
tourist	der Tourist	a2	관광객	남성형	claude-sonnet-5
touristin	die Touristin	a2	관광객	여성형	claude-sonnet-5
tragen	tragen	a2	나르다, 입다, 쓰다		claude-sonnet-5
trainieren	trainieren	a2	훈련하다, 연습하다		claude-sonnet-5
training	das Training	a2	훈련, 연습		claude-sonnet-5
traum	der Traum	a2	꿈		claude-sonnet-5
traeumen	träumen	a2	꿈꾸다		claude-sonnet-5
traurig	traurig	a2	슬픈		claude-sonnet-5
trocken	trocken	a2	마른, 건조한, 드라이한		claude-sonnet-5
tschues	tschüs	a2	안녕(헤어질 때)	구어	claude-sonnet-5
t-shirt	das T-Shirt	a2	티셔츠		claude-sonnet-5
tuer	die Tür	a2	문		claude-sonnet-5
typisch	typisch	a2	전형적인, ~다운		claude-sonnet-5
ueben	üben	a2	연습하다		claude-sonnet-5
ueberall	überall	a2	어디에나, 도처에		claude-sonnet-5
uebermorgen	übermorgen	a2	모레		claude-sonnet-5
uebersetzen	übersetzen	a2	번역하다		claude-sonnet-5
uebersetzung	die Übersetzung	a2	번역		claude-sonnet-5
umsteigen	umsteigen	a2	환승하다, 갈아타다	분리동사	claude-sonnet-5
sich-umziehen	sich umziehen	a2	옷을 갈아입다	재귀·분리동사	claude-sonnet-5
umzug	der Umzug	a2	이사		claude-sonnet-5
unbedingt	unbedingt	a2	꼭, 반드시	부사처럼 쓰임	claude-sonnet-5
unfall	der Unfall	a2	사고		claude-sonnet-5
universitaet	die Universität	a2	대학교		claude-sonnet-5
unterhalten	unterhalten (sich)	a2	이야기하다, 즐거운 시간을 보내다	재귀동사	claude-sonnet-5
unterkunft	die Unterkunft	a2	숙소, 숙박시설		claude-sonnet-5
unternehmen	unternehmen	a2	(무엇을) 하다, 시도하다	etwas와 함께 씀	claude-sonnet-5
unterschied	der Unterschied	a2	차이		claude-sonnet-5
untersuchen	untersuchen	a2	검사하다, 진찰하다		claude-sonnet-5
unterwegs-sein	unterwegs sein	a2	가는 중이다, 외출 중이다		claude-sonnet-5
verabredet-sein	verabredet sein	a2	약속이 있다		claude-sonnet-5
veranstaltung	die Veranstaltung	a2	행사		claude-sonnet-5
verbieten	verbieten / verboten sein	a2	금지하다	verboten sein: 금지되다	claude-sonnet-5
vereinbaren	vereinbaren	a2	약속하다, 합의하다		claude-sonnet-5
vergessen	vergessen	a2	잊다		claude-sonnet-5
vergleichen	vergleichen	a2	비교하다		claude-sonnet-5
zeigen	zeigen	a2	보여주다, 가리키다		claude-sonnet-5
zeitschrift	die Zeitschrift	a2	잡지		claude-sonnet-5
zelt	das Zelt	a2	텐트		claude-sonnet-5
zentrum	das Zentrum	a2	중심, 중심가		claude-sonnet-5
zettel	der Zettel	a2	쪽지, 메모지		claude-sonnet-5
zeugnis	das Zeugnis	a2	성적표, 증명서		claude-sonnet-5
ziel	das Ziel	a2	목표, 결승점		claude-sonnet-5
zirkus	der Zirkus	a2	서커스		claude-sonnet-5
zitrone	die Zitrone	a2	레몬		claude-sonnet-5
zoo	der Zoo	a2	동물원		claude-sonnet-5
zucker	der Zucker	a2	설탕		claude-sonnet-5
zuerst	zuerst	a2	먼저, 처음에		claude-sonnet-5
zuhoeren	zuhören	a2	귀 기울여 듣다	분리동사, +3격	claude-sonnet-5
zuletzt	zuletzt	a2	마지막으로		claude-sonnet-5
zumachen	zumachen	a2	닫다	분리동사	claude-sonnet-5
zurueck-fahren	zurück- (fahren	a2	돌아가다, 돌려주다, 돌아오다	분리동사(zurück-)	claude-sonnet-5
abschreiben	abschreiben	b1	베끼다, 옮겨 쓰다		claude-sonnet-5
abitur	das Abitur	b1	아비투어, 대학입학자격시험		claude-sonnet-5
ablehnen	ablehnen	b1	거절하다		claude-sonnet-5
abbiegen	abbiegen	b1	방향을 틀다, 돌다		claude-sonnet-5
abbildung	die Abbildung	b1	삽화, 그림		claude-sonnet-5
abenteuer	das Abenteuer	b1	모험		claude-sonnet-5
abmachen	abmachen	b1	합의하다, 약속하다		claude-sonnet-5
abnehmen	abnehmen	b1	떼다, 제거하다, 살 빠지다		claude-sonnet-5
abonnieren	abonnieren	b1	구독하다		claude-sonnet-5
absagen	absagen	b1	취소하다		claude-sonnet-5
abschluss	der Abschluss	b1	졸업, 수료		claude-sonnet-5
abschnitt	der Abschnitt	b1	단락, 구간		claude-sonnet-5
absenderin	die Absenderin	b1	발신인	여성형	claude-sonnet-5
absicht	die Absicht	b1	의도		claude-sonnet-5
abfall	der Abfall	b1	쓰레기		claude-sonnet-5
abfalleimer	der Abfalleimer	b1	쓰레기통		claude-sonnet-5
abgase	Abgase	b1	배기가스	복수형만 씀	claude-sonnet-5
abhaengen	abhängen	b1	달려 있다, 좌우되다	von+3격과 함께	claude-sonnet-5
abhaengig	abhängig	b1	의존적인, 종속된	von+3격과 함께	claude-sonnet-5
abheben	abheben	b1	인출하다, 찾다		claude-sonnet-5
absolut	absolut	b1	절대적인, 완전히		claude-sonnet-5
abstimmen	abstimmen	b1	투표하다, 표결하다	über+4격과 함께	claude-sonnet-5
abteilung	die Abteilung	b1	부서, 매장 코너		claude-sonnet-5
abwart	der Abwart	b1	관리인	스위스 표현	claude-sonnet-5
abwaerts	abwärts	b1	아래로		claude-sonnet-5
abwaschen	abwaschen	b1	설거지하다, 씻다		claude-sonnet-5
abwesend	abwesend	b1	부재중인, 결석한		claude-sonnet-5
achten	achten	b1	주의하다, 유의하다	auf+4격과 함께	claude-sonnet-5
aehnlich	ähnlich	b1	비슷한, 닮은		claude-sonnet-5
aktion	die Aktion	b1	행사, 캠페인		claude-sonnet-5
aktivitaet	die Aktivität	b1	활동		claude-sonnet-5
alltaeglich	alltäglich	b1	일상적인, 평범한		claude-sonnet-5
alphabet	das Alphabet	b1	알파벳		claude-sonnet-5
als-ob	als ob	b1	마치 ~인 것처럼	접속법과 함께	claude-sonnet-5
akzeptieren	akzeptieren	b1	받아들이다, 수용하다		claude-sonnet-5
alarm	der Alarm	b1	경보, 알람		claude-sonnet-5
alkohol	der Alkohol	b1	알코올, 술		claude-sonnet-5
aller	aller-	b1	가장 ~한	최상급 강조 접두사	claude-sonnet-5
allerdings	allerdings	b1	그렇지만, 다만		claude-sonnet-5
allgemein	allgemein	b1	일반적인, 보편적인		claude-sonnet-5
altenheim	das Altenheim	b1	양로원		claude-sonnet-5
altersheim	das Altersheim	b1	양로원	= Altenheim	claude-sonnet-5
alternativ	alternativ	b1	대안적인		claude-sonnet-5
alternative	die Alternative	b1	대안		claude-sonnet-5
verkehr	der Verkehr	a2	교통, 통행		claude-sonnet-5
verkehrsmittel	das Verkehrsmittel	a2	교통수단		claude-sonnet-5
verletzen	verletzen (sich)	a2	다치다, 다치게 하다	재귀동사	claude-sonnet-5
verlieben	verlieben (sich)	a2	사랑에 빠지다	재귀동사(sich in+4격)	claude-sonnet-5
verlieren	verlieren	a2	잃다, 잃어버리다		claude-sonnet-5
verpassen	verpassen	a2	놓치다		claude-sonnet-5
verreisen	verreisen	a2	여행을 떠나다, 여행 중이다	sein 완료	claude-sonnet-5
verschieben	verschieben	a2	연기하다, 미루다		claude-sonnet-5
verschieden	verschieden	a2	다른, 여러 가지의		claude-sonnet-5
verspaetung	die Verspätung	a2	지연, 연착		claude-sonnet-5
versuchen	versuchen	a2	시도하다, 노력하다		claude-sonnet-5
vertrag	der Vertrag	a2	계약, 계약서		claude-sonnet-5
vogel	der Vogel	a2	새		claude-sonnet-5
voll	voll	a2	가득 찬, 꽉 찬, 전체의		claude-sonnet-5
volleyball	der Volleyball	a2	배구		claude-sonnet-5
vorbei	vorbei	a2	지나서, 지나간, 끝난	vorbeikommen: 들르다	claude-sonnet-5
vorbereiten	vorbereiten	a2	준비하다	재귀동사(sich auf+4격)	claude-sonnet-5
vorgestern	vorgestern	a2	그저께		claude-sonnet-5
vorher	vorher	a2	미리, 그전에		claude-sonnet-5
vorne	vorn(e)	a2	앞에, 앞쪽에		claude-sonnet-5
vorschlag	der Vorschlag	a2	제안		claude-sonnet-5
vorsichtig	vorsichtig	a2	조심스러운, 신중한		claude-sonnet-5
vorwaerts	vorwärts	a2	앞으로		claude-sonnet-5
wach	wach	a2	깨어 있는		claude-sonnet-5
wagen	der Wagen	a2	차, 자동차, 객차		claude-sonnet-5
waehlen	wählen	a2	(전화번호를) 누르다, 고르다, 투표하다		claude-sonnet-5
wahr	wahr	a2	진실한, 사실인		claude-sonnet-5
wahrscheinlich	wahrscheinlich	a2	아마도, ~일 것 같은	부사처럼도 씀	claude-sonnet-5
wald	der Wald	a2	숲		claude-sonnet-5
warm	warm	a2	따뜻한		claude-sonnet-5
waesche	die Wäsche	a2	빨래, 세탁물		claude-sonnet-5
webseite	die Webseite	a2	웹사이트		claude-sonnet-5
wechseln	wechseln	a2	바꾸다, 교환하다, 환전하다		claude-sonnet-5
wecken	wecken	a2	깨우다		claude-sonnet-5
weg	weg/weg-	a2	없어진, 사라진, 가버린	분리동사 접두어로도 씀	claude-sonnet-5
weg-2	der Weg	a2	길, 방법		claude-sonnet-5
wegen	wegen	a2	~때문에		claude-sonnet-5
wehtun	wehtun	a2	아프다, 아프게 하다	3격 목적어	claude-sonnet-5
weich	weich	a2	부드러운		claude-sonnet-5
weil	weil	a2	왜냐하면, ~때문에		claude-sonnet-5
weinen	weinen	a2	울다		claude-sonnet-5
welcher	welcher	a2	어느, 어떤	성·격에 따라 어미변화	claude-sonnet-5
wenigstens	wenigstens	a2	적어도		claude-sonnet-5
wenn	wenn	a2	만약 ~라면, ~할 때		claude-sonnet-5
wer-wen	wer (wen	a2	누구	wen(4격), wem(3격)	claude-sonnet-5
werkstatt	die Werkstatt	a2	정비소, 작업장		claude-sonnet-5
wettbewerb	der Wettbewerb	a2	대회, 경쟁		claude-sonnet-5
wieder	wieder	a2	다시		claude-sonnet-5
windig	windig	a2	바람이 부는		claude-sonnet-5
wirklich	wirklich	a2	정말로, 실제로	부사로도 씀	claude-sonnet-5
witz	der Witz	a2	농담		claude-sonnet-5
witzig	witzig	a2	재미있는, 우스운		claude-sonnet-5
wohnzimmer	das Wohnzimmer	a2	거실		claude-sonnet-5
workshop	der Workshop	a2	워크숍		claude-sonnet-5
wunsch	der Wunsch	a2	소원, 바람, 요청		claude-sonnet-5
wuenschen	wünschen	a2	바라다, 원하다, 기원하다		claude-sonnet-5
wurst	die Wurst	a2	소시지		claude-sonnet-5
zahl	die Zahl	a2	숫자, 수		claude-sonnet-5
zahn	der Zahn	a2	이, 치아		claude-sonnet-5
zeichnen	zeichnen	a2	그리다		claude-sonnet-5
bericht	der Bericht	b1	보고서, 보도, 기사		claude-sonnet-5
beruflich	beruflich	b1	직업상, 업무상		claude-sonnet-5
berufstaetig	berufstätig	b1	취업한, 직장에 다니는		claude-sonnet-5
beruhigen	beruhigen	b1	진정시키다, 안심시키다	sich beruhigen: 진정하다	claude-sonnet-5
beschaedigen	beschädigen	b1	손상시키다, 파손하다		claude-sonnet-5
beschaeftigen	beschäftigen	b1	종사하다, 고용하다, 몰두하다	sich~mit: 몰두하다	claude-sonnet-5
beschaeftigung	die Beschäftigung	b1	일자리, 직업, 활동		claude-sonnet-5
bescheid-sagen	Bescheid sagen	b1	알려주다, 통보하다	관용구	claude-sonnet-5
bescheid-geben	Bescheid geben	b1	알려주다, 통보하다	관용구	claude-sonnet-5
beschliessen	beschließen	b1	결정하다, 결의하다		claude-sonnet-5
beschraenken	beschränken	b1	제한하다		claude-sonnet-5
sich-beschweren	sich beschweren	b1	불평하다, 항의하다	재귀동사, über+4격	claude-sonnet-5
besetzen	besetzen	b1	차지하다, 점유하다, 통화중이다	besetzt: 사용중/통화중	claude-sonnet-5
besitzen	besitzen	b1	소유하다, 가지고 있다		claude-sonnet-5
besonder	besonder-	b1	특별한	형용사 어미변화 주의	claude-sonnet-5
besorgen	besorgen	b1	구하다, 마련하다		claude-sonnet-5
besprechen	besprechen	b1	논의하다, 상의하다		claude-sonnet-5
besprechung	die Besprechung	b1	회의, 논의		claude-sonnet-5
besserung	die Besserung	b1	호전, 회복	Gute Besserung!는 관용구	claude-sonnet-5
bestaetigung	die Bestätigung	b1	확인, 확인서		claude-sonnet-5
bestimmt	bestimmt	b1	확실히, 틀림없이, 특정한		claude-sonnet-5
bestrafen	bestrafen	b1	처벌하다, 벌주다		claude-sonnet-5
sich-beteiligen	sich beteiligen	b1	참여하다, 동참하다	재귀동사, an+3격	claude-sonnet-5
betrag	der Betrag	b1	금액		claude-sonnet-5
betreuen	betreuen	b1	돌보다, 보살피다		claude-sonnet-5
betreuer	der Betreuer	b1	돌보는 사람, 담당자		claude-sonnet-5
betreuerin	die Betreuerin	b1	돌보는 사람(여성), 담당자		claude-sonnet-5
betreuung	die Betreuung	b1	돌봄, 보살핌		claude-sonnet-5
betrieb	der Betrieb	b1	회사, 사업체, 가동	in/außer Betrieb: 가동중/정지	claude-sonnet-5
betriebsrat	der Betriebsrat	b1	노사협의회, 직장평의회		claude-sonnet-5
betriebsraetin	die Betriebsrätin	b1	노사협의회 위원(여성)		claude-sonnet-5
betruegen	betrügen	b1	속이다, 배신하다		claude-sonnet-5
betrunken	betrunken	b1	술 취한		claude-sonnet-5
bevoelkerung	die Bevölkerung	b1	인구, 주민		claude-sonnet-5
bevor	bevor	b1	~하기 전에	종속접속사	claude-sonnet-5
bewegen	bewegen	b1	움직이다	재귀 sich bewegen	claude-sonnet-5
